GeneSymbol,T.8Nve #1,T.8Nve#2
AC005865.2,0,0
AC005868.1,0,0
AC005871.1,0,0
AC005871.2,0,0
AC005884.1,0,0
AC005884.2,16,2
AC005888.1,0,0
AC005899.1,0,0
AC005899.2,1,0
AC005899.3,0,3
AC005899.4,0,0
AC005899.5,0,0
AC005899.6,0,3
AC005899.7,7,8
AC005899.8,7,1
AC005899.9,3,5
AC005901.1,0,0
AC005905.1,0,0
AC005906.1,0,0
AC005906.2,0,0
AC005906.3,0,0
AC005908.1,2,0
AC005908.2,0,0
AC005908.3,2,0
AC005909.1,0,0
AC005909.2,0,0
AC005911.1,10,6
AC005912.1,40,47
AC005912.2,0,0
AC005912.3,0,0
AC005914.1,0,0
AC005915.1,0,0
AC005920.1,23,44
AC005920.2,0,0
AC005920.3,1,0
AC005920.4,0,0
AC005921.1,0,0
AC005921.2,0,0
AC005921.3,0,0
AC005921.4,119,170
AC005921.5,0,0
AC005943.1,0,0
AC005943.2,0,0
AC005944.1,0,0
AC005951.1,0,0
AC005954.1,0,0
AC005954.2,0,0
AC005962.1,3,3
AC005962.2,0,0
AC005972.1,0,3
AC005972.2,0,0
AC005972.3,7,0
AC005993.1,0,1
AC005995.1,0,0
AC005996.1,0,0
AC005998.1,1,0
AC005999.1,0,0
AC005999.2,0,0
AC006001.1,0,0
AC006001.2,13,37
AC006001.3,265,222
AC006001.4,0,0
AC006003.1,0,0
AC006006.1,0,0
AC006007.1,0,2
AC006008.1,31,29
AC006011.1,1,0
AC006013.1,0,0
AC006015.1,0,0
AC006017.1,5,7
AC006017.2,0,3
AC006019.1,0,2
AC006019.2,0,2
AC006019.3,0,0
AC006020.1,0,0
AC006022.1,0,0
AC006023.1,0,0
AC006023.2,3,0
AC006023.3,2,0
AC006026.1,0,2
AC006026.2,0,0
AC006026.3,0,0
AC006027.1,0,0
AC006028.1,0,0
AC006030.1,5,1
AC006033.1,0,0
AC006033.2,0,1
AC006037.1,0,0
AC006037.2,0,0
AC006040.1,0,0
AC006041.1,0,0
AC006041.2,1,0
AC006042.1,0,0
AC006042.2,16,5
AC006042.3,5,0
AC006043.1,0,0
AC006055.1,0,0
AC006057.1,0,0
AC006058.1,0,1
AC006058.2,0,0
AC006058.3,0,0
AC006058.4,0,3
AC006059.1,55,19
AC006059.2,0,0
AC006059.3,0,0
AC006059.4,0,0
AC006059.5,1,1
AC006062.1,0,0
AC006063.1,0,0
AC006063.2,0,0
AC006063.3,2,0
AC006063.4,0,0
AC006064.1,0,7
AC006064.2,12,17
AC006064.3,1,0
AC006064.4,0,0
AC006064.5,0,0
AC006064.6,0,0
AC006065.1,0,0
AC006065.2,0,0
AC006065.3,0,0
AC006065.4,0,0
AC006065.5,0,0
AC006065.6,0,0
AC006076.1,0,4
AC006077.1,0,0
AC006077.2,0,0
AC006111.1,0,0
AC006111.2,7,17
AC006111.3,2,2
AC006112.1,0,0
AC006115.1,0,0
AC006115.2,21,2
AC006116.1,0,0
AC006116.10,3,0
AC006116.11,0,3
AC006116.12,10,10
AC006116.2,0,4
AC006116.3,0,0
AC006116.4,0,0
AC006116.5,0,0
AC006116.6,1,0
AC006116.7,0,0
AC006116.8,0,0
AC006116.9,0,2
AC006122.1,0,5
AC006127.1,0,1
AC006128.1,3,13
AC006130.1,0,0
AC006130.2,0,0
AC006130.3,4,3
AC006133.1,0,0
AC006141.1,10,8
AC006144.1,0,0
AC006144.2,0,0
AC006146.1,0,0
AC006148.1,11,10
AC006148.2,0,0
AC006150.1,0,0
AC006153.1,0,0
AC006157.1,7,0
AC006158.1,0,0
AC006158.2,0,0
AC006158.3,0,0
AC006159.1,0,0
AC006159.2,0,0
AC006160.1,5,0
AC006160.2,0,1
AC006195.1,3,6
AC006196.1,0,0
AC006197.1,0,0
AC006197.2,0,0
AC006199.1,0,0
AC006205.1,4,3
AC006205.2,0,2
AC006206.1,0,0
AC006206.2,0,1
AC006207.1,7,0
AC006210.1,0,0
AC006210.2,0,0
AC006213.1,0,0
AC006213.2,16,14
AC006213.3,8,8
AC006213.4,0,0
AC006213.5,0,0
AC006213.6,1,1
AC006213.7,9,0
AC006230.1,0,1
AC006236.1,0,0
AC006237.1,2,1
AC006238.1,0,0
AC006238.2,0,0
AC006249.1,0,0
AC006252.1,16,9
AC006254.1,7,16
AC006254.2,0,1
AC006254.3,0,0
AC006262.1,1,0
AC006262.2,0,0
AC006262.3,0,0
AC006262.4,0,0
AC006270.1,2,3
AC006270.2,0,0
AC006270.3,5,9
AC006272.1,0,0
AC006272.2,0,0
AC006273.1,0,0
AC006277.1,0,4
AC006288.1,0,0
AC006296.1,0,0
AC006296.2,0,0
AC006296.3,0,0
AC006299.1,13,9
AC006305.1,0,0
AC006305.2,0,0
AC006305.3,0,0
AC006305.4,3,0
AC006320.1,0,0
AC006326.1,1,0
AC006328.1,0,0
AC006328.2,0,0
AC006329.1,0,0
AC006330.1,5,11
AC006333.1,18,29
AC006335.1,0,0
AC006335.2,0,0
AC006338.1,0,0
AC006338.2,0,0
AC006348.1,2,0
AC006349.1,0,5
AC006355.1,0,0
AC006355.2,0,2
AC006357.1,0,0
AC006360.1,0,0
AC006362.1,0,0
AC006363.1,0,0
AC006364.1,0,0
AC006366.1,0,0
AC006369.1,33,28
AC006369.2,0,0
AC006372.1,0,0
AC006372.2,0,1
AC006372.3,2,0
AC006372.4,0,1
AC006378.1,0,3
AC006380.1,0,0
AC006386.1,0,0
AC006386.2,0,0
AC006390.1,0,0
AC006398.1,0,0
AC006427.1,0,0
AC006427.2,2,0
AC006435.1,0,0
AC006435.2,14,12
AC006435.3,0,0
AC006435.4,0,0
AC006435.5,2,2
AC006441.1,49,51
AC006441.2,0,0
AC006441.3,0,0
AC006441.4,0,0
AC006441.5,0,0
AC006443.1,0,0
AC006445.1,0,0
AC006445.2,0,4
AC006445.3,0,0
AC006449.1,0,0
AC006449.2,1,0
AC006449.3,1,2
AC006449.5,0,0
AC006449.7,8,30
AC006449.9,0,0
AC006450.1,0,0
AC006450.2,0,0
AC006450.3,0,0
AC006452.1,0,0
AC006452.2,0,5
AC006453.2,0,0
AC006453.3,0,1
AC006453.4,0,0
AC006453.5,0,0
AC006453.6,0,1
AC006455.1,0,0
AC006455.2,0,0
AC006455.3,0,0
AC006455.4,0,0
AC006455.5,0,0
AC006455.6,0,0
AC006455.7,0,0
AC006455.8,0,0
AC006457.1,0,0
AC006458.1,0,1
AC006459.1,0,0
AC006460.1,0,0
AC006460.2,6,5
AC006463.1,0,0
AC006466.1,0,0
AC006478.1,0,0
AC006478.2,0,0
AC006480.1,0,0
AC006480.2,1,0
AC006480.3,0,1
AC006482.1,0,0
AC006483.1,0,0
AC006483.2,0,0
AC006484.1,0,0
AC006486.1,0,0
AC006486.2,2,1
AC006487.1,0,0
AC006487.2,0,0
AC006499.1,0,1
AC006499.2,0,1
AC006499.3,0,0
AC006499.4,0,1
AC006499.5,0,0
AC006499.6,0,0
AC006499.7,0,0
AC006499.8,0,0
AC006504.1,40,23
AC006504.2,0,2
AC006504.3,6,6
AC006504.4,0,1
AC006504.5,89,163
AC006504.6,0,0
AC006504.7,9,0
AC006509.1,0,1
AC006509.2,0,0
AC006509.3,0,0
AC006511.1,0,0
AC006511.2,0,0
AC006511.3,0,0
AC006511.4,11,16
AC006511.5,0,0
AC006511.6,0,0
AC006511.7,2,0
AC006512.1,1,0
AC006512.2,0,0
AC006517.1,0,1
AC006517.2,0,0
AC006517.3,0,0
AC006517.4,0,0
AC006517.5,0,0
AC006517.6,4,2
AC006518.1,0,0
AC006518.2,12,10
AC006525.1,0,2
AC006529.1,0,9
AC006530.1,0,0
AC006538.1,0,1
AC006538.2,0,0
AC006538.3,1,0
AC006538.4,2,0
AC006539.1,0,0
AC006539.2,0,5
AC006539.3,0,0
AC006547.1,19,16
AC006547.2,0,0
AC006547.3,0,0
AC006547.4,0,0
AC006548.1,0,0
AC006548.2,0,0
AC006548.3,0,0
AC006557.1,11,1
AC006557.2,0,0
AC006557.3,0,0
AC006557.4,0,0
AC006557.5,0,6
AC006557.6,0,0
AC006566.1,0,0
AC006566.2,0,2
AC006581.1,2,0
AC006581.2,0,0
AC006583.1,2,0
AC006600.1,0,0
AC006600.2,0,0
AC006840.1,0,0
AC006924.1,0,0
AC006927.1,0,0
AC006927.2,0,0
AC006927.3,1,0
AC006927.4,0,0
AC006927.5,0,1
AC006942.1,0,0
AC006946.1,1,9
AC006946.2,7,5
AC006946.3,4,0
AC006947.1,0,2
AC006960.1,0,0
AC006960.2,0,0
AC006960.3,1,1
AC006960.4,0,0
AC006963.1,0,0
AC006963.2,0,0
AC006965.1,0,0
AC006967.1,0,0
AC006967.2,0,0
AC006967.3,1,0
AC006970.1,0,0
AC006970.2,0,0
AC006971.1,1,0
AC006972.1,0,0
AC006974.1,0,1
AC006974.2,0,0
AC006978.1,28,34
AC006978.2,1,2
AC006983.1,0,0
AC006986.1,0,0
AC006987.1,0,0
AC006989.1,0,0
AC006994.1,0,0
AC007000.1,0,0
AC007000.2,1,0
AC007000.3,3,15
AC007000.4,2,2
AC007001.1,0,0
AC007003.1,0,0
AC007009.1,0,0
AC007012.1,0,0
AC007012.2,0,0
AC007014.1,9,7
AC007014.2,28,36
AC007016.1,0,1
AC007021.1,11,26
AC007027.1,0,0
AC007029.1,0,0
AC007029.2,0,0
AC007032.1,0,0
AC007036.1,1,0
AC007036.2,0,2
AC007036.3,0,0
AC007036.4,0,0
AC007036.5,2,4
AC007038.1,70,38
AC007040.1,0,0
AC007040.2,8,2
AC007040.3,0,0
AC007064.1,0,0
AC007064.2,0,0
AC007064.3,2,0
AC007064.4,1,0
AC007066.1,4,2
AC007066.2,2,8
AC007066.3,2,0
AC007068.1,0,0
AC007091.1,0,0
AC007092.1,0,0
AC007098.1,14,6
AC007098.2,0,2
AC007099.1,0,1
AC007099.2,0,0
AC007099.3,0,0
AC007100.1,0,0
AC007100.2,0,0
AC007106.1,0,0
AC007106.2,0,0
AC007114.1,5,14
AC007114.2,15,2
AC007115.1,0,0
AC007126.1,0,0
AC007128.1,0,1
AC007128.2,0,0
AC007130.1,2,2
AC007132.1,0,0
AC007136.1,0,0
AC007151.1,14,3
AC007159.1,0,0
AC007160.1,1,2
AC007161.1,10,0
AC007161.2,0,0
AC007161.3,0,1
AC007179.1,0,0
AC007179.2,1,1
AC007179.3,0,0
AC007182.1,0,0
AC007182.2,0,0
AC007182.3,0,0
AC007191.1,14,4
AC007192.1,0,1
AC007192.2,0,0
AC007193.1,0,0
AC007193.2,0,0
AC007193.3,0,0
AC007204.1,0,1
AC007204.2,0,0
AC007207.1,0,5
AC007215.1,0,0
AC007216.1,0,3
AC007216.2,5,8
AC007216.3,34,24
AC007216.4,1,2
AC007216.5,0,0
AC007218.1,0,0
AC007218.2,0,0
AC007218.3,0,0
AC007220.1,0,4
AC007220.2,0,10
AC007221.1,0,0
AC007222.1,0,0
AC007222.2,0,0
AC007223.1,0,0
AC007224.1,0,2
AC007224.2,1,1
AC007225.1,0,0
AC007225.2,0,0
AC007229.1,4,3
AC007237.1,0,0
AC007238.1,4,4
AC007240.1,0,0
AC007240.2,0,0
AC007240.3,0,1
AC007241.1,0,0
AC007241.2,0,0
AC007242.1,0,0
AC007244.1,0,0
AC007250.1,0,0
AC007253.1,0,0
AC007255.1,0,0
AC007255.2,0,0
AC007262.1,0,0
AC007262.2,6,3
AC007269.1,0,0
AC007271.1,0,0
AC007272.1,0,0
AC007272.2,5,0
AC007274.1,0,0
AC007274.2,0,0
AC007274.3,0,0
AC007275.1,0,0
AC007277.1,0,1
AC007277.2,0,0
AC007278.1,0,0
AC007278.2,0,5
AC007279.1,4,0
AC007279.2,0,0
AC007283.1,0,0
AC007284.1,0,0
AC007285.1,0,11
AC007285.2,3,1
AC007292.1,2,13
AC007292.2,3,1
AC007292.3,0,0
AC007298.1,0,0
AC007298.2,0,1
AC007308.1,0,0
AC007312.1,2,6
AC007314.1,0,2
AC007317.1,0,0
AC007317.2,1,0
AC007318.1,2,4
AC007318.2,0,0
AC007318.3,4,10
AC007319.1,0,0
AC007322.1,0,0
AC007322.2,0,0
AC007322.3,0,0
AC007322.4,0,0
AC007325.1,1,0
AC007325.2,0,1
AC007325.3,0,0
AC007325.4,0,0
AC007326.1,0,0
AC007326.2,1,7
AC007326.3,0,0
AC007326.4,0,0
AC007326.5,0,0
AC007327.1,1,0
AC007327.2,3,0
AC007333.1,2,3
AC007333.2,0,0
AC007336.1,0,0
AC007336.2,0,0
AC007336.3,0,0
AC007342.1,18,25
AC007342.2,0,0
AC007342.3,0,0
AC007342.4,95,45
AC007342.5,20,9
AC007342.6,30,19
AC007342.7,41,49
AC007342.8,7,1
AC007342.9,32,0
AC007343.1,0,0
AC007344.1,0,0
AC007346.1,0,0
AC007346.2,0,0
AC007347.1,3,2
AC007347.2,0,0
AC007349.1,3,0
AC007349.2,8,0
AC007349.3,0,11
AC007349.4,0,0
AC007350.1,3,0
AC007351.1,0,0
AC007351.2,0,0
AC007351.3,0,0
AC007351.4,0,0
AC007359.1,0,0
AC007362.1,0,0
AC007363.1,0,0
AC007365.1,0,0
AC007365.2,0,0
AC007368.1,0,0
AC007370.1,0,1
AC007370.2,0,0
AC007375.1,0,0
AC007375.2,0,0
AC007375.3,0,0
AC007376.1,0,0
AC007376.2,0,0
AC007378.1,0,0
AC007381.1,0,0
AC007381.2,0,0
AC007382.1,0,0
AC007383.1,7,9
AC007383.2,0,0
AC007383.3,0,0
AC007383.4,0,0
AC007384.1,42,35
AC007386.1,0,0
AC007387.1,1,0
AC007387.2,0,1
AC007389.1,0,1
AC007389.2,0,0
AC007389.3,0,0
AC007389.4,0,0
AC007389.5,0,0
AC007390.1,25,22
AC007391.1,0,0
AC007391.2,1,0
AC007391.3,0,0
AC007395.1,0,0
AC007402.1,0,1
AC007402.2,0,0
AC007403.1,1,1
AC007405.1,0,0
AC007405.2,2,1
AC007405.3,0,2
AC007405.4,1,0
AC007405.5,0,0
AC007406.1,0,0
AC007406.2,0,0
AC007406.3,1,7
AC007406.4,0,0
AC007406.5,203,156
AC007422.1,0,0
AC007423.1,0,0
AC007424.1,0,1
AC007431.1,28,19
AC007431.2,3,3
AC007431.3,0,0
AC007432.1,0,0
AC007435.1,5,2
AC007448.1,0,0
AC007448.2,0,0
AC007448.3,1,1
AC007448.4,0,0
AC007448.5,1,1
AC007450.1,0,0
AC007450.2,0,0
AC007450.3,0,1
AC007450.4,0,0
AC007458.1,0,0
AC007463.1,0,0
AC007463.2,0,0
AC007483.1,0,0
AC007485.1,0,0
AC007485.2,87,19
AC007490.1,0,0
AC007491.1,0,0
AC007493.1,1,0
AC007493.2,0,0
AC007494.1,6,5
AC007494.2,10,12
AC007494.3,4,3
AC007495.1,0,0
AC007496.1,13,8
AC007496.2,10,0
AC007496.3,7,3
AC007497.1,0,2
AC007497.2,0,0
AC007513.1,0,1
AC007527.1,0,0
AC007527.2,0,0
AC007528.1,0,0
AC007529.1,0,0
AC007529.2,0,0
AC007533.1,0,0
AC007533.2,23,35
AC007535.1,0,0
AC007536.1,0,1
AC007537.1,5,4
AC007540.1,0,0
AC007540.2,0,0
AC007541.1,10,16
AC007546.1,2,0
AC007546.2,0,0
AC007546.3,5,0
AC007547.1,0,0
AC007547.2,0,0
AC007551.1,0,0
AC007551.2,0,1
AC007552.1,0,0
AC007552.2,0,0
AC007556.1,0,0
AC007557.1,0,0
AC007557.2,0,0
AC007557.3,0,0
AC007557.4,0,0
AC007559.1,0,0
AC007560.1,1,1
AC007562.1,0,0
AC007563.1,0,0
AC007563.2,0,1
AC007563.3,0,0
AC007566.1,6,12
AC007566.2,0,0
AC007568.1,0,0
AC007569.1,2,2
AC007570.1,0,1
AC007595.1,0,0
AC007598.1,3,2
AC007598.2,3,0
AC007598.3,15,7
AC007599.1,6,4
AC007599.2,4,5
AC007601.1,24,12
AC007601.2,0,0
AC007603.1,0,0
AC007603.2,0,0
AC007603.3,0,1
AC007608.1,0,0
AC007608.2,4,3
AC007608.3,5,12
AC007608.4,10,15
AC007610.1,0,0
AC007610.2,0,1
AC007610.3,0,0
AC007610.4,0,0
AC007610.5,0,0
AC007610.6,16,7
AC007610.7,0,0
AC007611.1,11,0
AC007613.1,8,7
AC007613.2,0,0
AC007614.1,5,2
AC007614.2,0,0
AC007618.1,0,0
AC007619.1,11,27
AC007619.2,0,0
AC007620.1,0,0
AC007620.2,0,0
AC007620.3,0,0
AC007621.1,0,0
AC007622.1,0,0
AC007622.2,6,1
AC007631.1,0,0
AC007637.1,10,2
AC007638.1,0,3
AC007638.2,0,0
AC007639.1,0,0
AC007649.1,0,0
AC007652.1,0,0
AC007652.2,0,0
AC007652.3,0,0
AC007655.1,0,0
AC007655.2,0,0
AC007656.1,0,0
AC007656.2,0,0
AC007656.3,0,0
AC007656.4,0,0
AC007663.1,4,6
AC007663.2,0,2
AC007663.3,3,0
AC007663.4,3,8
AC007666.1,0,0
AC007666.2,0,0
AC007671.1,0,0
AC007673.1,0,0
AC007679.1,0,0
AC007679.2,0,0
AC007679.3,0,0
AC007681.1,6,1
AC007682.1,0,0
AC007683.1,3,4
AC007683.2,0,0
AC007684.1,0,4
AC007684.2,4,0
AC007685.1,0,1
AC007685.2,0,7
AC007686.1,0,0
AC007686.2,1,0
AC007686.3,35,41
AC007686.4,0,0
AC007686.5,4,0
AC007687.1,3,0
AC007688.1,0,0
AC007688.2,1,4
AC007688.3,0,0
AC007690.1,0,1
AC007695.1,28,25
AC007718.1,0,0
AC007728.1,7,18
AC007728.2,47,37
AC007728.3,0,0
AC007731.1,0,0
AC007731.2,9,26
AC007731.3,0,0
AC007731.4,3,4
AC007731.5,0,0
AC007731.6,0,0
AC007736.1,0,0
AC007738.1,1,10
AC007741.1,0,0
AC007742.1,0,0
AC007742.2,0,0
AC007743.1,0,0
AC007744.1,0,0
AC007749.1,0,0
AC007749.2,1,0
AC007750.1,0,0
AC007751.1,0,0
AC007773.1,6,4
AC007780.1,12,38
AC007785.1,0,0
AC007785.2,0,0
AC007785.3,12,10
AC007786.1,0,1
AC007786.2,0,0
AC007786.3,0,0
AC007786.4,1,1
AC007787.1,0,0
AC007787.2,0,0
AC007792.1,0,0
AC007795.1,0,0
AC007823.1,0,0
AC007834.1,0,0
AC007834.2,0,0
AC007842.1,2,4
AC007846.1,0,0
AC007846.2,0,0
AC007848.1,0,0
AC007848.2,0,5
AC007849.1,1,0
AC007849.2,0,0
AC007861.1,0,0
AC007861.2,0,0
AC007876.1,0,0
AC007877.1,0,3
AC007878.1,17,19
AC007879.1,5,0
AC007879.2,2,0
AC007879.3,4,3
AC007879.4,0,0
AC007879.5,0,0
AC007880.1,0,0
AC007880.2,0,0
AC007881.1,0,0
AC007881.2,0,0
AC007881.3,7,4
AC007881.4,3,8
AC007906.1,0,0
AC007906.2,1,1
AC007907.1,0,0
AC007908.1,0,0
AC007919.1,0,0
AC007919.2,3,0
AC007920.1,3,0
AC007920.2,0,0
AC007922.1,0,0
AC007922.2,0,0
AC007922.3,0,1
AC007922.4,0,3
AC007922.5,0,0
AC007923.1,0,0
AC007923.2,0,0
AC007923.3,0,0
AC007938.1,0,2
AC007938.2,3,3
AC007938.3,2,5
AC007938.4,0,0
AC007938.5,0,0
AC007938.6,0,0
AC007948.1,0,0
AC007950.1,0,0
AC007950.2,6,6
AC007952.1,0,0
AC007952.2,0,2
AC007952.3,0,0
AC007952.4,2,0
AC007952.5,0,1
AC007952.6,0,0
AC007952.7,0,0
AC007952.8,0,0
AC007952.9,1,0
AC007953.1,0,0
AC007953.2,0,0
AC007954.1,0,0
AC007956.1,0,1
AC007956.2,0,0
AC007966.1,0,0
AC007967.1,0,0
AC007967.2,0,0
AC007967.3,0,0
AC007967.4,0,0
AC007969.1,0,0
AC007982.1,0,3
AC007991.1,0,0
AC007991.2,0,0
AC007991.3,0,0
AC007991.4,0,0
AC007992.1,0,0
AC007992.2,0,0
AC007993.1,2,5
AC007993.2,10,5
AC007993.3,6,8
AC007996.1,0,0
AC007998.1,0,0
AC007998.2,0,0
AC007998.3,0,0
AC007998.4,0,0
AC007998.5,2,0
AC008006.1,1,0
AC008011.1,0,0
AC008011.2,1,0
AC008012.1,1,0
AC008013.1,0,0
AC008013.2,1,0
AC008013.3,0,0
AC008013.4,0,0
AC008014.1,16,77
AC008015.1,0,0
AC008026.1,6,5
AC008026.2,0,0
AC008026.3,4,1
AC008033.1,0,0
AC008033.2,0,0
AC008033.3,0,0
AC008035.1,13,31
AC008038.1,79,118
AC008040.1,3,4
AC008040.2,0,1
AC008040.3,0,0
AC008040.4,0,0
AC008050.1,0,0
AC008055.1,0,0
AC008055.2,1,0
AC008056.1,0,0
AC008056.2,0,0
AC008056.3,1,0
AC008060.1,1,0
AC008060.2,0,3
AC008060.3,0,2
AC008060.4,0,2
AC008060.5,0,0
AC008063.1,0,0
AC008066.1,0,0
AC008067.1,0,0
AC008069.1,0,0
AC008072.1,0,0
AC008073.1,4,2
AC008073.2,0,0
AC008073.3,0,0
AC008074.1,1,0
AC008074.2,0,0
AC008079.1,36,28
AC008080.1,0,1
AC008080.2,0,5
AC008080.3,2,0
AC008080.4,0,0
AC008083.1,3,0
AC008083.2,9,3
AC008083.3,41,27
AC008083.4,0,6
AC008088.1,0,0
AC008088.2,0,0
AC008103.1,0,0
AC008105.1,9,6
AC008105.2,11,21
AC008105.3,72,115
AC008114.1,0,0
AC008115.1,1,2
AC008115.2,0,0
AC008115.3,11,22
AC008115.4,0,2
AC008119.1,5,4
AC008121.1,0,0
AC008121.2,0,0
AC008121.3,2,4
AC008121.4,0,0
AC008124.1,143,227
AC008125.1,0,0
AC008126.1,1,0
AC008127.1,0,0
AC008127.2,0,0
AC008128.1,0,0
AC008132.1,0,2
AC008132.2,0,0
AC008133.1,0,0
AC008133.2,2,0
AC008134.1,0,0
AC008147.1,0,0
AC008147.2,0,16
AC008147.3,0,0
AC008147.4,0,0
AC008149.1,0,0
AC008149.2,16,4
AC008154.1,3,0
AC008154.2,0,0
AC008155.1,0,0
AC008158.1,0,0
AC008162.1,0,0
AC008162.2,0,0
AC008163.1,3,0
AC008164.1,0,0
AC008170.1,4,0
AC008171.1,0,0
AC008175.1,0,0
AC008175.2,0,0
AC008180.2,0,0
AC008250.1,0,0
AC008250.2,0,0
AC008264.1,0,0
AC008264.2,2,0
AC008267.1,0,1
AC008267.2,0,1
AC008267.3,9,17
AC008267.4,0,0
AC008267.5,19,14
AC008267.6,0,0
AC008267.7,0,0
AC008267.8,3,0
AC008268.1,0,0
AC008269.1,1,5
AC008269.2,0,0
AC008273.1,0,0
AC008277.1,0,0
AC008277.2,3,0
AC008278.1,0,0
AC008278.2,0,1
AC008280.1,0,0
AC008280.2,8,3
AC008281.1,0,0
AC008372.1,0,0
AC008378.1,0,0
AC008378.2,3,0
AC008379.1,0,0
AC008379.2,0,0
AC008385.1,0,0
AC008391.1,0,0
AC008393.1,0,5
AC008393.2,0,2
AC008394.1,0,0
AC008395.1,3,12
AC008397.1,2,0
AC008397.2,0,1
AC008403.1,0,0
AC008403.2,4,3
AC008403.3,2,1
AC008406.1,0,0
AC008406.2,0,0
AC008406.3,0,0
AC008410.1,0,0
AC008412.1,0,0
AC008413.1,0,0
AC008413.2,0,1
AC008415.1,0,0
AC008417.1,20,11
AC008427.1,0,0
AC008429.1,16,14
AC008429.2,1,0
AC008429.3,1,0
AC008429.4,1,0
AC008432.1,0,0
AC008434.1,0,1
AC008438.1,6,6
AC008438.2,0,0
AC008440.1,0,0
AC008443.1,10,16
AC008443.2,0,0
AC008443.3,0,1
AC008443.4,0,0
AC008443.5,2,1
AC008443.6,0,1
AC008443.7,0,0
AC008443.8,0,0
AC008443.9,0,0
AC008446.1,0,0
AC008453.1,0,0
AC008453.2,1,0
AC008456.1,0,0
AC008459.1,0,2
AC008462.1,0,0
AC008464.1,0,0
AC008467.1,4,31
AC008474.1,0,3
AC008481.1,2,4
AC008481.2,0,1
AC008481.3,0,0
AC008489.1,0,0
AC008494.1,0,0
AC008494.2,2,0
AC008494.3,6,5
AC008496.1,0,0
AC008496.2,0,0
AC008496.3,0,0
AC008497.1,10,4
AC008498.1,5,0
AC008498.2,1,3
AC008505.1,0,0
AC008507.1,9,11
AC008507.2,14,25
AC008507.3,0,3
AC008507.4,16,3
AC008507.5,1,0
AC008514.1,0,1
AC008514.2,0,0
AC008517.1,0,0
AC008521.1,0,2
AC008521.2,0,0
AC008522.1,0,1
AC008525.1,0,0
AC008525.2,0,0
AC008532.1,0,0
AC008533.1,10,24
AC008534.1,0,0
AC008534.2,0,0
AC008537.1,0,0
AC008537.2,0,1
AC008537.3,2,0
AC008537.4,11,0
AC008539.1,0,0
AC008543.1,0,1
AC008543.2,0,0
AC008543.3,0,4
AC008543.4,0,0
AC008543.5,0,0
AC008549.1,0,0
AC008549.2,0,0
AC008550.1,0,1
AC008551.1,1,3
AC008554.1,2,0
AC008555.1,1,5
AC008555.2,21,34
AC008555.3,0,0
AC008555.4,155,175
AC008555.5,4,3
AC008555.6,0,0
AC008555.7,9,1
AC008556.1,2,0
AC008558.1,0,0
AC008562.1,0,0
AC008565.1,0,0
AC008567.1,0,1
AC008567.2,0,0
AC008567.3,0,0
AC008568.1,0,2
AC008568.2,0,0
AC008569.1,0,0
AC008569.2,10,19
AC008571.1,0,1
AC008571.2,0,0
AC008572.1,0,0
AC008574.1,0,0
AC008575.1,0,0
AC008581.1,0,0
AC008581.2,0,0
AC008588.1,0,0
AC008591.1,0,0
AC008592.1,0,1
AC008592.2,0,0
AC008592.3,2,0
AC008592.4,0,0
AC008601.1,0,3
AC008608.1,0,1
AC008608.2,1,4
AC008610.1,4,5
AC008619.1,0,0
AC008620.1,0,0
AC008620.2,0,0
AC008622.1,0,0
AC008622.2,0,0
AC008622.3,0,0
AC008625.1,9,10
AC008626.1,0,0
AC008626.2,2,0
AC008627.1,1,0
AC008628.1,0,0
AC008628.2,0,0
AC008629.1,1,0
AC008629.2,0,0
AC008629.3,0,0
AC008632.1,0,0
AC008635.1,5,0
AC008635.2,3,1
AC008638.1,0,0
AC008638.2,0,0
AC008638.3,0,0
AC008641.1,0,0
AC008649.1,0,0
AC008649.2,0,4
AC008650.1,0,0
AC008652.1,0,0
AC008655.1,0,0
AC008655.2,0,2
AC008659.1,0,0
AC008662.1,0,0
AC008662.2,0,0
AC008663.1,0,0
AC008663.2,0,6
AC008663.3,0,0
AC008667.1,1,1
AC008667.2,0,1
AC008667.3,0,0
AC008667.4,0,0
AC008669.1,0,0
AC008670.1,0,0
AC008674.1,0,0
AC008676.1,27,51
AC008676.2,0,0
AC008676.3,16,25
AC008677.1,0,0
AC008677.2,1,1
AC008677.3,0,0
AC008679.1,0,17
AC008680.1,4,5
AC008686.1,0,0
AC008687.1,0,0
AC008687.2,0,0
AC008687.3,0,0
AC008687.4,0,0
AC008687.5,2,2
AC008687.6,1,0
AC008687.7,0,0
AC008687.8,0,0
AC008691.1,3,0
AC008694.1,2,0
AC008694.2,0,0
AC008695.1,0,0
AC008695.2,2,3
AC008696.1,0,0
AC008696.2,0,1
AC008700.1,0,0
AC008703.1,0,0
AC008705.1,0,0
AC008705.2,0,0
AC008708.1,0,0
AC008708.2,0,0
AC008716.1,0,0
AC008723.1,0,0
AC008725.1,0,11
AC008728.1,0,0
AC008731.1,12,23
AC008733.1,0,0
AC008734.1,0,0
AC008734.2,1,0
AC008735.1,1,0
AC008735.2,7,6
AC008735.3,0,0
AC008735.4,3,2
AC008735.5,0,0
AC008736.1,1,1
AC008736.2,0,0
AC008737.1,13,8
AC008737.2,0,0
AC008737.3,0,0
AC008738.1,0,0
AC008738.2,0,0
AC008738.3,0,0
AC008738.4,0,0
AC008738.5,0,0
