gene_symbol,T8.M.Sp#1,T8.M.Sp#2,T8.M.Sp#3
Gm29747,0,0,0
Gm2975,0,0,0
Gm29754,0,0,0
Gm29755,0,0,0
Gm29759,0,1,0
Gm2976,0,3,3
Gm29761,3,0,0
Gm29763,0,0,0
Gm29771,0,0,0
Gm29773,0,0,0
Gm29774,0,0,0
Gm29778,0,0,0
Gm29781,0,0,0
Gm29783,0,0,0
Gm29784,0,0,0
Gm29785,0,0,0
Gm29787,0,0,0
Gm2979,0,0,0
Gm29791,0,0,0
Gm29793,0,0,0
Gm29794,0,0,1
Gm29797,0,0,0
Gm29799,0,0,0
Gm29803,0,0,0
Gm29807,0,0,0
Gm29808,0,0,0
Gm29809,0,0,0
Gm2981,0,4,2
Gm29811,5,6,2
Gm29813,0,0,0
Gm29815,0,0,0
Gm29817,0,0,0
Gm29818,0,0,0
Gm29824,0,0,0
Gm29825,0,0,2
Gm29839,0,0,0
Gm29848,0,0,0
Gm29856,1,0,0
Gm2986,5,20,1
Gm29865,0,0,0
Gm29866,0,0,0
Gm2987,0,0,0
Gm29884,0,0,0
Gm29895,0,0,0
Gm2990,0,0,0
Gm29909,0,0,0
Gm2991,0,0,1
Gm29918,0,1,1
Gm29920,0,0,0
Gm29926,0,0,0
Gm29950,0,0,0
Gm2996,0,1,0
Gm29961,0,0,0
Gm29968,0,0,0
Gm29977,0,0,0
Gm29994,0,0,0
Gm29999,0,0,0
Gm2a,550,909,414
Gm30003,0,0,0
Gm3002,0,0,0
Gm30023,1,0,0
Gm30025,0,0,0
Gm30034,0,0,0
Gm30043,0,0,0
Gm30045,0,0,0
Gm3005,0,0,0
Gm30052,0,0,0
Gm30055,0,0,0
Gm30074,0,0,0
Gm30075,0,0,0
Gm3008,0,0,0
Gm30085,0,0,0
Gm30097,0,0,0
Gm3010,0,0,0
Gm3011,0,0,0
Gm3012,0,0,0
Gm30122,0,0,0
Gm30132,0,0,0
Gm30146,0,0,0
Gm3015,0,0,0
Gm30155,0,0,0
Gm30165,0,0,0
Gm3017,0,0,0
Gm30173,0,0,0
Gm30174,0,0,0
Gm30175,0,0,0
Gm30191,0,0,0
Gm30196,0,0,0
Gm30198,0,0,0
Gm3020,0,0,0
Gm30211,0,1,0
Gm30214,0,0,0
Gm30228,0,0,0
Gm30238,7,8,2
Gm30239,0,0,0
Gm3025,0,0,0
Gm30262,0,0,0
Gm3027,0,0,0
Gm30270,0,0,0
Gm30275,0,0,0
Gm3028,0,1,0
Gm30280,0,0,0
Gm30285,0,0,0
Gm3029,0,0,0
Gm30292,2,7,2
Gm3030,0,0,0
Gm30301,0,0,2
Gm30302,0,0,0
Gm30312,0,0,0
Gm30313,0,0,0
Gm30329,0,0,0
Gm3033,0,0,0
Gm30332,0,0,0
Gm30340,0,1,0
Gm30341,0,0,0
Gm30346,0,0,0
Gm30353,0,0,0
Gm30373,4,13,8
Gm30382,0,0,0
Gm30400,0,0,0
Gm30409,0,0,0
Gm30414,0,0,0
Gm3043,0,0,0
Gm30437,0,0,0
Gm3045,0,0,0
Gm30459,0,0,0
Gm3047,0,0,0
Gm30484,0,0,0
Gm30498,0,0,0
Gm30504,0,0,0
Gm30517,0,0,0
Gm3052,0,4,3
Gm30524,0,0,0
Gm3053,0,0,0
Gm30534,0,0,0
Gm3054,0,0,0
Gm3055,0,2,0
Gm30557,0,0,0
Gm30570,0,1,0
Gm30598,0,0,0
Gm30606,0,0,0
Gm30613,0,0,0
Gm30619,0,0,0
Gm30624,0,0,0
Gm30638,0,0,0
Gm30646,0,0,0
Gm30648,0,0,0
Gm30652,0,0,0
Gm30655,0,0,0
Gm30667,0,0,1
Gm30671,12,37,23
Gm30674,0,0,0
Gm30676,0,0,0
Gm30684,0,0,0
Gm30686,0,0,0
Gm30692,0,0,0
Gm30694,0,0,0
Gm30698,6,8,0
Gm30705,0,0,0
Gm30708,0,0,0
Gm30709,0,0,0
Gm30717,0,0,0
Gm3072,0,0,0
Gm30725,0,0,0
Gm30731,0,0,0
Gm30735,0,0,0
Gm30737,0,0,0
Gm30738,0,0,0
Gm3076,0,0,0
Gm3077,0,0,0
Gm30771,2,0,1
Gm30781,0,0,0
Gm30784,0,0,0
Gm30790,1,0,0
Gm30808,0,0,0
Gm3081,2,31,18
Gm30835,0,0,0
Gm3084,0,0,0
Gm30849,0,0,0
Gm30853,1,0,0
Gm30858,0,0,0
Gm3086,2,3,0
Gm30873,0,0,0
Gm3089,0,0,0
Gm30893,0,0,0
Gm30906,0,0,0
Gm3091,0,0,0
Gm30928,0,0,0
Gm30931,0,0,0
Gm30932,0,0,0
Gm30933,0,0,0
Gm30934,2,12,10
Gm30946,0,0,0
Gm30948,35,106,44
Gm3095,0,0,0
Gm30954,0,0,0
Gm3096,0,0,0
Gm30978,0,0,0
Gm3099,0,0,0
Gm31013,0,0,0
Gm3102,0,0,0
Gm31024,14,7,6
Gm31025,0,0,0
Gm31026,0,0,0
Gm3103,0,0,0
Gm31036,0,0,0
Gm3104,0,0,0
Gm31045,0,0,0
Gm31048,0,0,0
Gm31049,0,0,0
Gm3106,0,0,0
Gm31063,0,0,0
Gm31105,0,0,0
Gm31108,0,1,0
Gm3111,0,0,0
Gm31121,0,0,0
Gm31123,0,0,0
Gm31126,0,0,0
Gm31135,0,0,0
Gm31138,0,0,0
Gm3115,0,0,1
Gm31152,0,1,0
Gm3116,0,0,0
Gm31166,1,1,1
Gm31172,1,0,2
Gm31181,0,0,0
Gm31182,0,0,0
Gm31186,0,0,0
Gm3121,0,0,0
Gm31211,0,0,0
Gm31218,0,0,0
Gm31224,0,1,0
Gm3123,0,0,0
Gm31230,0,0,0
Gm31243,0,0,0
Gm31256,0,0,0
Gm31258,0,0,0
Gm3126,0,0,0
Gm31260,0,0,0
Gm31266,0,0,0
Gm31267,0,0,0
Gm3127,0,0,0
Gm31274,0,0,0
Gm31294,0,0,0
Gm31305,0,0,0
Gm31306,0,0,0
Gm31314,0,0,0
Gm31326,0,0,0
Gm31335,0,0,0
Gm31343,0,0,0
Gm31363,0,0,0
Gm3137,0,0,0
Gm31371,0,0,0
Gm31373,0,0,0
Gm31374,0,0,0
Gm31378,0,0,0
Gm3138,0,0,0
Gm3139,0,0,0
Gm3140,0,0,0
Gm31401,0,0,0
Gm31406,0,0,0
Gm31408,0,0,0
Gm31409,0,0,0
Gm3141,0,0,0
Gm31410,0,0,0
Gm31415,0,0,0
Gm3142,0,0,0
Gm31422,0,0,0
Gm3143,0,0,0
Gm31432,0,0,0
Gm31447,0,0,0
Gm3145,0,0,0
Gm31450,0,0,0
Gm31463,0,0,0
Gm31466,0,0,0
Gm3147,0,0,0
Gm31479,0,0,0
Gm3148,0,0,0
Gm3149,0,0,0
Gm31497,0,0,0
Gm3150,1,0,0
Gm31510,0,0,0
Gm31511,0,0,0
Gm31513,2,3,2
Gm31518,0,0,1
Gm31520,0,0,0
Gm31522,0,0,0
Gm31532,0,0,0
Gm31545,0,0,0
Gm31557,0,0,0
Gm31562,0,0,0
Gm31571,0,0,0
Gm31572,0,0,0
Gm31579,0,0,0
Gm3159,0,0,0
Gm31592,0,0,0
Gm31597,5,7,0
Gm3160,1,1,1
Gm31614,0,0,0
Gm3164,0,0,0
Gm31651,0,0,0
Gm31659,0,1,0
Gm31663,0,0,0
Gm31678,0,0,0
Gm31693,0,0,0
Gm31698,0,0,0
Gm3170,0,0,0
Gm31711,0,0,0
Gm31717,0,0,0
Gm31718,0,0,0
Gm31727,0,0,0
Gm31728,2,0,0
Gm3173,0,0,0
Gm31747,0,0,0
Gm31748,0,0,0
Gm31749,5,3,3
Gm31752,0,0,0
Gm3176,0,0,0
Gm31763,10,23,3
Gm31774,0,0,0
Gm31784,0,0,0
Gm31786,0,0,0
Gm31793,1,2,1
Gm31805,0,0,0
Gm31812,5,25,3
Gm31816,0,0,0
Gm3182,0,0,0
Gm31822,0,0,0
Gm3183,0,0,0
Gm31831,0,0,0
Gm31849,0,0,0
Gm31861,0,0,0
Gm3187,0,0,0
Gm31881,0,0,0
Gm31887,0,0,0
Gm3189,0,0,0
Gm31897,1,9,0
Gm31898,0,0,0
Gm31904,0,0,0
Gm3191,0,0,0
Gm31925,0,0,0
Gm31931,0,0,0
Gm31938,0,0,0
Gm3194,0,0,0
Gm31941,0,0,0
Gm31942,0,0,0
Gm3198,0,0,0
Gm31983,0,0,0
Gm31992,0,1,0
Gm3200,3,12,1
Gm32005,0,0,0
Gm32014,0,0,0
Gm32017,0,0,0
Gm32023,0,0,0
Gm32025,0,0,0
Gm3203,0,0,0
Gm32031,7,4,1
Gm32033,0,0,0
Gm32036,31,84,37
Gm32050,0,0,0
Gm32051,5,0,0
Gm32052,0,0,0
Gm32061,0,0,0
Gm32072,0,0,0
Gm3208,0,0,0
Gm32089,0,0,0
Gm32098,0,0,2
Gm32102,0,0,0
Gm32105,0,0,0
Gm3211,0,0,0
Gm32111,0,0,0
Gm32114,0,0,0
Gm32122,0,0,0
Gm3213,0,0,0
Gm32141,0,0,0
Gm32151,0,0,0
Gm32158,2,0,0
Gm3216,0,0,0
Gm32171,0,0,0
Gm32172,0,0,0
Gm32175,0,0,0
Gm32180,0,0,0
Gm32181,0,0,0
Gm32200,6,3,0
Gm3221,0,0,0
Gm32219,0,0,0
Gm3222,0,0,0
Gm32220,0,0,0
Gm32222,0,0,0
Gm32235,0,0,0
Gm32250,1,5,0
Gm32255,1,0,0
Gm32281,0,0,0
Gm32283,0,0,0
Gm32284,0,0,0
Gm32295,0,0,0
Gm32296,0,0,0
Gm32300,0,0,0
Gm32305,0,0,0
Gm32308,0,0,0
Gm3233,0,0,0
Gm32335,0,0,0
Gm3234,0,0,0
Gm32340,0,0,0
Gm32347,0,0,0
Gm3235,2,8,10
Gm32351,0,0,0
Gm32352,0,0,0
Gm32365,0,0,0
Gm32369,0,0,0
Gm3238,0,0,0
Gm32381,0,0,0
Gm32389,0,0,0
Gm3239,0,0,0
Gm32390,0,0,0
Gm32391,2,7,3
Gm3242,0,0,0
Gm3244,0,0,0
Gm32443,0,0,0
Gm32444,0,0,0
Gm32447,0,0,0
Gm32453,0,0,0
Gm32460,1,10,3
Gm32468,0,0,0
Gm32479,0,0,0
Gm3248,0,0,0
Gm32486,0,0,0
Gm32496,0,0,0
Gm3250,0,0,0
Gm32507,0,0,0
Gm32511,0,0,0
Gm32515,0,2,0
Gm3252,0,0,0
Gm32526,0,1,0
Gm32531,0,0,0
Gm32536,0,1,0
Gm32540,0,0,0
Gm32552,0,1,0
Gm32554,0,0,0
Gm32567,0,0,0
Gm32568,0,0,0
Gm32569,0,0,0
Gm3257,0,0,0
Gm32585,0,0,0
Gm3259,0,0,0
Gm32591,0,0,0
Gm32592,0,0,0
Gm3261,0,0,0
Gm32633,28,50,33
Gm32635,0,0,0
Gm3264,0,0,0
Gm32647,0,0,0
Gm3266,0,0,0
Gm3267,0,0,0
Gm32687,5,7,6
Gm32688,0,0,0
Gm3269,0,0,0
Gm32693,0,0,0
Gm32699,2,2,0
Gm32710,0,0,0
Gm32717,0,0,0
Gm3272,1,0,0
Gm32736,0,0,0
Gm32742,0,0,0
Gm32743,0,0,0
Gm3275,0,0,0
Gm32754,0,0,0
Gm32772,0,0,0
Gm3278,0,0,0
Gm32780,0,0,0
Gm32786,0,0,0
Gm3279,0,0,0
Gm32802,0,0,0
Gm32816,0,0,0
Gm32817,0,0,0
Gm32828,0,0,0
Gm3283,0,0,0
Gm32834,0,0,0
Gm32842,0,0,0
Gm32846,0,0,0
Gm32849,0,0,0
Gm3285,0,0,0
Gm32850,0,0,1
Gm32856,50,86,49
Gm32858,0,0,0
Gm3286,0,0,0
Gm3287,0,0,0
Gm32872,0,0,0
Gm32877,0,0,0
Gm32884,0,0,0
Gm3289,0,0,0
Gm32899,0,0,2
Gm32914,0,0,0
Gm32916,0,0,0
Gm32921,0,0,0
Gm32926,0,0,0
Gm32936,0,0,0
Gm32939,0,0,0
Gm3294,0,0,0
Gm32950,0,0,0
Gm32975,0,0,0
Gm3298,0,0,0
Gm32983,0,0,0
Gm32996,0,0,0
Gm32999,2,2,0
Gm33016,0,0,0
Gm3302,0,0,0
Gm33023,2,7,5
Gm33024,0,0,0
Gm33027,0,0,0
Gm33035,0,0,0
Gm33037,1,2,6
Gm33045,0,0,0
Gm33050,0,0,0
Gm33051,0,0,0
Gm33053,0,0,0
Gm33054,0,0,0
Gm33056,0,0,0
Gm3307,0,0,0
Gm33080,0,0,0
Gm33091,0,0,0
Gm33093,0,0,0
Gm33096,0,0,0
Gm33103,0,0,0
Gm33104,10,38,9
Gm33111,1,0,0
Gm33112,0,0,0
Gm33115,0,0,0
Gm33142,0,0,0
Gm33148,0,0,0
Gm33163,0,0,0
Gm33167,0,0,0
Gm3317,0,0,0
Gm33175,0,0,0
Gm33178,1,1,0
Gm3318,0,0,0
Gm33180,0,0,0
Gm33191,0,0,0
Gm33195,0,0,1
Gm33201,0,1,0
Gm33206,0,0,0
Gm3321,0,0,0
Gm33222,0,0,0
Gm33242,0,0,1
Gm33248,0,0,0
Gm3326,0,0,0
Gm33263,0,0,0
Gm3327,0,0,0
Gm33280,9,7,10
Gm3329,0,0,0
Gm33308,0,0,0
Gm3331,0,0,2
Gm33312,1,1,0
Gm3332,0,0,0
Gm33320,0,0,0
Gm33326,0,0,0
Gm3333,1,0,0
Gm33336,0,0,0
Gm33337,0,0,1
Gm33347,0,0,0
Gm33351,0,0,0
Gm33354,0,0,0
Gm3336,0,0,0
Gm33366,0,0,0
Gm33370,0,0,0
Gm33378,1,8,1
Gm3338,0,0,0
Gm3339,0,0,0
Gm33424,0,0,0
Gm3344,0,0,0
Gm33460,1,1,1
Gm33466,0,0,0
Gm33467,0,1,1
Gm33474,0,0,0
Gm3348,0,0,0
Gm33489,0,0,0
Gm33501,0,0,0
Gm3351,0,0,0
Gm33533,0,0,0
Gm33543,0,0,0
Gm3355,2,2,6
Gm33570,0,0,0
Gm33571,0,0,0
Gm33586,0,0,0
Gm33594,0,0,0
Gm336,5,7,4
Gm33601,0,0,0
Gm33609,0,0,0
Gm33619,2,0,1
Gm3362,6,14,8
Gm33626,0,0,0
Gm33630,0,0,0
Gm3364,0,0,0
Gm3365,4,14,6
Gm33651,0,0,0
Gm33654,0,0,0
Gm33677,0,0,0
Gm33680,0,0,0
Gm33682,4,2,2
Gm33684,0,0,0
Gm3370,0,0,0
Gm33700,0,0,0
Gm33707,0,0,0
Gm3371,0,0,0
Gm3372,0,0,0
Gm33728,0,0,0
Gm3373,0,0,0
Gm3375,1,1,0
Gm33756,0,0,0
Gm33758,0,0,0
Gm3376,0,0,0
Gm33778,0,0,0
Gm33782,4,9,0
Gm33785,0,0,0
Gm3379,3,8,4
Gm33815,0,0,0
Gm33819,0,0,0
Gm3383,0,0,0
Gm33831,0,0,0
Gm33838,0,0,0
Gm33843,0,4,1
Gm33847,0,0,0
Gm33858,0,9,0
Gm33866,0,0,0
Gm33882,3,1,1
Gm33914,0,0,0
Gm33926,0,1,0
Gm33929,0,0,0
Gm33940,0,0,0
Gm33952,0,0,0
Gm33954,0,0,0
Gm33958,0,0,0
Gm33962,0,2,0
Gm33968,0,0,0
Gm33969,0,0,0
Gm33973,0,1,0
Gm33979,0,0,0
Gm33981,0,0,0
Gm33994,8,23,17
Gm340,33,104,66
Gm34004,0,0,0
Gm34005,0,0,0
Gm34006,174,340,194
Gm34015,0,0,0
Gm34016,0,0,0
Gm3402,0,0,0
Gm34023,0,0,0
Gm34030,0,0,0
Gm3404,0,0,0
Gm34045,0,0,0
Gm34047,0,0,0
Gm34066,0,0,0
Gm34068,0,0,0
Gm34069,2,2,0
Gm34073,0,0,0
Gm34078,0,0,0
Gm34081,0,0,0
Gm34084,0,0,0
Gm34086,0,3,0
Gm3409,0,0,0
Gm34091,0,3,0
Gm34096,0,0,0
Gm34099,0,0,0
Gm34105,0,0,0
Gm34106,0,1,1
Gm3411,0,0,0
Gm34113,0,0,0
Gm34121,0,3,4
Gm34139,0,0,0
Gm34144,0,0,0
Gm34149,0,0,0
Gm3415,0,0,0
Gm34158,0,0,0
Gm34165,0,0,0
Gm34176,0,0,0
Gm34184,0,0,0
Gm34215,0,0,0
Gm34217,0,0,0
Gm34220,18,21,13
Gm34224,0,0,0
Gm34225,0,0,0
Gm34237,0,0,0
Gm3424,0,0,0
Gm34240,0,0,0
Gm34248,1,0,1
Gm34263,0,0,0
Gm34272,0,0,0
Gm34274,0,0,0
Gm34276,0,0,0
Gm34278,0,0,0
Gm3428,0,0,0
Gm34280,0,1,0
Gm34294,0,0,0
Gm34297,0,0,0
Gm34302,0,0,0
Gm34304,0,0,0
Gm34312,0,0,0
Gm34314,0,0,0
Gm34322,0,0,0
Gm3433,0,0,0
Gm34333,0,0,0
Gm3434,0,0,0
Gm34342,0,0,0
Gm34350,0,0,0
Gm34358,0,0,0
Gm3436,0,1,0
Gm34368,0,0,0
Gm34370,0,3,0
Gm34376,0,1,0
Gm34379,0,0,0
Gm34391,0,0,0
Gm34397,0,0,0
Gm34408,0,0,0
Gm34411,0,0,0
Gm34418,0,0,0
Gm34419,0,0,0
Gm3442,0,0,0
Gm34424,0,0,0
Gm34425,0,0,0
Gm3443,0,0,0
Gm34466,0,0,0
Gm34474,0,0,0
Gm3448,0,0,0
Gm34481,0,0,0
Gm3453,0,0,0
Gm34533,0,0,0
Gm3454,0,0,0
Gm34549,0,0,0
Gm3455,0,0,0
Gm34550,0,0,0
Gm34552,0,0,0
Gm34557,0,0,0
Gm34574,0,4,0
Gm34583,0,1,0
Gm34597,0,0,0
Gm34599,0,0,0
Gm3460,0,0,0
Gm34609,0,0,0
Gm34611,0,0,0
Gm34623,0,0,0
Gm34639,0,0,0
Gm34648,0,0,0
Gm34653,0,0,0
Gm34654,0,0,0
Gm34655,1,4,1
Gm3466,0,0,0
Gm34662,0,0,0
Gm34664,0,0,0
Gm34667,0,0,0
Gm3468,0,0,0
Gm3470,0,0,0
Gm34701,0,0,0
Gm34716,0,0,0
Gm34719,0,0,0
Gm34727,7,29,14
Gm34728,0,0,0
Gm3473,0,0,0
Gm34730,0,0,0
Gm34732,0,0,0
Gm3476,0,0,0
Gm34767,0,0,0
Gm34768,0,0,0
Gm34776,0,0,0
Gm34777,1,0,0
Gm34779,0,0,0
Gm34780,0,0,0
Gm34783,1,0,0
Gm34785,0,0,0
Gm34809,0,0,0
Gm34811,0,0,0
Gm34816,0,0,0
Gm34821,0,0,0
Gm34829,0,0,0
Gm34838,0,0,0
Gm34853,0,0,0
Gm3486,0,0,0
Gm34866,0,0,0
Gm34868,0,0,2
Gm3488,0,0,0
Gm34882,0,0,1
Gm34885,4,6,2
Gm3489,0,0,0
Gm34908,2,4,3
Gm34921,0,0,0
Gm34923,0,0,0
Gm34933,0,0,0
Gm3496,0,0,0
Gm34964,0,0,0
Gm34973,0,0,0
Gm34983,0,2,1
Gm3500,0,0,0
Gm35013,0,1,0
Gm35021,0,0,1
Gm35024,0,0,0
Gm35025,0,0,0
Gm35028,0,0,0
Gm35035,8,30,8
Gm35037,0,1,0
Gm35040,0,0,0
Gm35041,0,0,0
Gm35048,0,0,0
Gm35060,1,0,0
Gm35065,0,5,1
Gm35066,0,0,0
Gm35067,0,0,0
Gm35070,0,0,0
Gm35077,0,0,0
Gm3508,2,3,1
Gm35082,0,0,0
Gm3510,0,0,0
Gm35101,0,0,0
Gm35106,0,0,0
Gm35108,0,0,0
Gm3511,12,3,3
Gm3512,0,0,0
Gm3513,0,0,0
Gm35134,0,0,0
Gm35135,0,0,0
Gm35147,0,0,0
Gm35154,0,1,0
Gm35161,0,0,0
Gm35172,0,0,0
Gm35177,0,0,0
Gm35188,0,0,0
Gm35189,2,0,0
Gm3519,1,0,0
Gm35190,0,0,0
Gm35191,0,0,0
Gm35202,0,0,0
Gm35206,0,0,0
Gm35208,0,0,0
Gm35212,0,0,0
Gm35216,0,0,0
Gm35239,0,0,0
Gm35240,0,0,0
Gm35256,0,0,0
Gm3526,0,0,0
Gm35262,0,0,0
Gm3527,0,0,0
Gm35274,0,0,0
Gm35288,0,0,0
Gm35298,0,0,0
Gm35299,0,0,0
Gm35309,0,0,0
Gm3531,9,9,7
Gm35315,30,111,30
Gm3532,0,0,0
Gm35323,0,0,0
Gm35325,0,0,0
Gm35326,0,0,0
Gm35339,2,6,8
Gm3534,1,1,0
Gm35363,2,3,1
Gm35368,0,0,0
Gm35371,0,0,0
Gm35386,0,0,0
Gm35392,0,0,0
Gm35394,0,0,0
Gm35404,0,0,0
Gm35405,0,0,0
Gm35409,0,0,0
Gm35412,0,0,0
Gm3542,0,0,0
Gm3543,0,0,0
Gm35439,0,0,0
Gm3544,0,0,0
Gm35453,0,0,0
Gm35454,1,0,0
Gm3549,0,0,0
Gm3550,0,1,0
Gm35501,0,0,0
Gm35507,0,0,3
Gm3551,0,2,0
Gm35514,0,0,0
Gm35520,0,3,7
Gm35521,0,0,0
Gm35548,0,0,0
Gm35549,4,1,3
Gm3555,0,0,0
Gm35552,0,0,0
Gm35558,1,5,2
Gm35570,0,0,0
Gm35572,0,0,0
Gm3558,0,0,0
Gm35584,0,0,0
Gm35585,5,23,13
Gm35608,0,0,0
Gm35611,0,0,0
Gm35615,0,0,0
Gm35618,0,0,0
Gm35619,0,0,0
Gm35625,0,0,0
Gm35629,0,0,0
Gm3563,0,0,0
Gm35638,2,5,0
Gm35648,0,0,0
Gm3565,0,4,0
Gm35657,0,0,0
Gm35665,0,0,0
Gm35667,0,0,0
Gm35670,0,0,0
Gm35696,0,0,0
Gm35702,0,0,0
Gm3571,1,0,1
Gm35713,0,0,0
Gm35715,0,0,2
Gm35721,0,0,0
Gm35722,0,0,0
Gm35725,0,0,0
Gm3573,0,0,0
Gm35732,0,5,0
Gm35736,0,0,0
Gm35755,0,0,0
Gm35801,0,0,0
Gm35808,0,0,0
Gm35818,0,0,0
Gm35822,0,0,0
Gm35835,0,0,0
Gm3584,0,0,0
Gm35842,0,0,0
Gm35843,0,0,0
Gm3585,0,0,0
Gm35850,1,0,0
Gm35857,4,9,2
Gm35865,0,0,0
Gm35876,0,0,0
Gm35890,0,0,0
Gm3591,0,0,0
Gm35911,0,0,1
Gm35931,0,0,0
Gm35934,0,0,0
Gm3594,0,0,0
Gm35940,0,0,2
Gm35955,0,0,0
Gm35960,0,0,0
Gm35963,0,0,0
Gm35986,0,0,0
Gm35998,0,0,0
Gm36011,0,0,0
Gm36017,0,0,0
Gm36028,0,0,0
Gm36033,0,0,0
Gm3604,10,26,5
Gm36041,0,0,0
Gm36047,0,0,0
Gm3605,0,0,1
Gm36065,0,0,0
Gm36070,0,0,0
Gm36074,0,0,0
Gm3608,16,21,12
Gm36099,0,0,0
Gm3611,0,0,0
Gm36120,0,0,0
Gm36159,0,0,1
Gm3616,0,0,0
Gm3617,1,1,0
Gm36172,0,0,0
Gm36173,0,0,0
Gm36176,0,0,0
Gm3618,0,0,0
Gm36186,0,0,0
Gm36189,0,0,2
Gm3619,0,0,0
Gm36198,1,10,6
Gm36208,1,6,6
Gm36210,0,0,0
Gm36211,0,0,0
Gm36229,0,0,4
Gm3623,0,0,0
Gm36231,0,0,0
Gm36235,0,0,1
Gm36236,0,0,0
Gm36241,0,0,0
Gm36243,0,0,0
Gm36247,0,0,0
Gm3625,0,0,0
Gm36251,0,0,0
Gm36259,0,0,0
Gm36261,0,0,0
Gm36262,0,9,4
Gm36264,1,1,0
Gm36266,18,11,6
Gm36278,0,0,0
Gm36283,0,0,0
Gm36287,1,0,0
Gm3629,0,0,0
Gm36298,14,33,4
Gm36307,0,0,0
Gm36325,0,0,0
Gm36328,0,0,0
Gm3633,0,0,0
Gm36345,0,0,0
Gm3635,0,1,0
Gm36355,0,0,0
Gm36356,0,0,0
Gm3636,0,0,0
Gm36367,0,0,0
Gm36368,0,0,0
Gm36371,9,1,9
Gm36372,0,0,0
Gm36377,0,0,0
Gm36378,0,3,1
Gm36380,0,0,0
Gm36382,0,0,0
Gm36388,0,0,0
Gm36398,0,0,0
Gm364,0,0,0
Gm36401,2,4,3
Gm36406,0,0,0
Gm3642,0,0,3
Gm36423,6,10,2
Gm36426,0,0,0
Gm36431,0,0,0
Gm36435,0,0,0
Gm36445,35,28,25
Gm36447,0,0,0
Gm36448,0,0,0
Gm3646,0,0,0
Gm36467,0,0,0
Gm36468,0,0,0
Gm36485,0,0,0
Gm36495,0,0,0
Gm3650,0,0,0
Gm36500,0,0,0
Gm36501,3,5,2
Gm36503,0,0,0
Gm36520,0,0,0
Gm36525,0,0,0
Gm36527,65,131,56
Gm36529,0,0,0
Gm36535,0,0,0
Gm36536,0,0,0
Gm36539,0,0,0
Gm3654,0,0,0
Gm36543,0,0,0
Gm36546,1,0,3
Gm36548,0,0,0
Gm36550,0,0,0
Gm36551,0,0,0
Gm36569,0,0,0
Gm3657,0,0,0
Gm36584,0,0,0
Gm36595,0,0,0
Gm36607,0,0,0
Gm36633,0,0,0
Gm36634,2,0,1
Gm36635,0,7,1
Gm36638,15,33,17
Gm36640,0,4,0
Gm3665,0,0,0
Gm36660,0,0,0
Gm36667,0,0,0
Gm36669,0,0,0
Gm3667,0,0,0
Gm36670,0,0,0
Gm3669,0,0,0
Gm36694,0,0,0
Gm36696,1,4,2
Gm3671,0,0,1
Gm36719,0,0,0
Gm36728,0,0,0
Gm36736,0,0,0
Gm36737,0,0,0
Gm36745,0,0,0
Gm3675,0,0,0
Gm36752,0,0,0
Gm36756,10,35,15
Gm36757,0,0,0
Gm36758,0,1,0
Gm3676,0,0,0
Gm36776,0,0,0
Gm3678,0,0,0
Gm36782,0,0,0
Gm36793,0,0,0
Gm36799,0,0,0
Gm3681,0,0,0
Gm36814,0,0,0
Gm36816,3,0,0
Gm36823,0,0,0
Gm36827,0,0,0
Gm3683,0,0,0
Gm36831,0,0,0
Gm36839,0,9,0
Gm36840,0,0,0
Gm36843,0,0,0
Gm36849,0,0,0
Gm3685,0,0,0
Gm36855,0,0,0
Gm36858,0,0,0
Gm36862,0,0,0
Gm36864,1,2,0
Gm36866,0,0,0
Gm3687,0,0,0
Gm36879,0,0,0
Gm36888,1,1,1
Gm36891,0,0,0
Gm3690,0,0,0
Gm36908,0,3,0
Gm36927,0,0,0
Gm36928,0,0,0
Gm36929,0,0,0
Gm3693,0,0,0
Gm36930,0,21,3
Gm36931,86,154,100
Gm36932,36,89,29
Gm36933,125,367,172
Gm36934,0,5,5
Gm36935,0,0,0
Gm36936,6,3,7
Gm36937,0,0,0
Gm36938,0,0,0
Gm36939,0,0,0
Gm36940,10,15,11
Gm36941,0,0,0
Gm36943,0,0,0
Gm36944,0,0,0
Gm36945,0,0,0
Gm36946,0,0,0
Gm36947,0,0,0
Gm36948,5,36,22
Gm36949,7,10,0
Gm3695,0,3,1
Gm36950,0,0,0
Gm36951,0,2,0
Gm36952,0,0,0
Gm36953,0,0,0
Gm36954,0,0,0
Gm36955,0,2,4
Gm36956,0,0,0
Gm36957,0,0,0
Gm36958,0,0,0
Gm3696,0,0,0
Gm36960,0,0,0
Gm36961,0,0,0
Gm36962,0,0,0
Gm36963,0,0,0
Gm36964,0,2,0
Gm36965,0,0,0
Gm36966,0,0,0
Gm36967,0,0,0
Gm36968,0,0,0
Gm36969,0,0,0
Gm36970,0,0,0
Gm36971,0,0,0
Gm36972,0,0,0
Gm36973,0,0,0
Gm36974,0,0,0
Gm36975,11,25,8
Gm36976,0,0,0
Gm36978,0,0,0
Gm36979,0,0,0
Gm36980,0,0,0
Gm36981,1,15,4
Gm36982,0,0,0
Gm36983,0,0,0
Gm36984,0,0,0
Gm36985,0,1,1
Gm36986,0,0,0
Gm36987,0,0,0
Gm36988,0,0,0
Gm36989,47,137,48
Gm3699,0,0,1
Gm36990,0,0,0
